sentiment,content
0,feel frustrate get things work
0,one_call awww wish could talk minutes
1,intriguingds
0,could tell gonna angry day
1,ima sleep good night dnt let bed bug bite haha
0,vautlapeine mean fam minus ahugs
1,listen jubey snore phone hehe goodnight
0,lmao come mad reply like damn miss damn follow friday lmao still important miss
1,woah awesome show glad back hotel though nightie night happy mother day mommy
0,papermelody although bite tighter smaaaaller last pair baggy hell get front wedgies
1,flippy deh wish deal buy macbook december least get buck
1,hatz music get guy chat lol
1,lovelybookie_ yaaaay mish follow gab
0,rehearsal gonna miss game please keep update nuggets
1,pauliniunia best show ever
1,chocoslam brother usual failures finally burn tongue hahahaha stupid
0,stacyday yeah trimet say trip get home ish arrive everyone leave
0,sick home bore want get better already enjoy college grad
0,work weekend
1,kimberlynicole yay happy get meet
0,doc say bone look quot fine enough quot also see rhumatologist old lady
0,happy mother day mums hope lovely day mamam
0,livin iznt nice miss mum
1,commander_cool yep hop
0,sweena charge hour
1,family guy rerun food good phone conversations saturdays
1,finally go home long night ready crash awesome dream
0,ever tell absolutly hate write email status pdates fine email much finality
0,girl across hall say cat get landlord show apt heartbreaking
1,gdrage lol teach blindly trust amazon search result without read
1,listen mcr watch dvd chocolate hehe awesome
0,hit bar two people lame tonight
1,ifelixgonzalez really look like go rain gray bummer sumtimes
1,work ready
1,happy star war day everyone
0,get home let connect god constantly
0,epic ocd moment delete sims file spend hours build set favorite food wrong
1,read cryin read laughin enjoy ride enlighten inspire letter young sister thx hill
1,good mornin twiggas
0,successful shop day
0,look forward see paparoach raleigh fan years scalpers take tix sell morons
0,mscrismusic wish
1,goldenboyluke sure blog today check friends bet new ones today
0,upset right like even formulate complete think
0,amp malware work miss dept
0,go without brandinmusic skype haha
1,afternoon first rehearsal extremely talented singer songwriter today wish luck
1,beach time
0,school want read eclipse page read
0,yourfaveblonde could extra ticket plus two twitter giveaways get next time
1,tpearson toooooo thank
1,first day new job yeah
0,ghostexecutive bummer go try make commitments afraid get way next time hopefully
0,coecobroker still recall helpful way back struggle contest question
1,wait home let sun shine warm freeze bone please
0,hello aint tweetin day cuz switch things new place exhaust sick
1,cultural tour loiusa family kangaroo sight see cemetary lovely
1,hehe stereogum brooklynvegan sta malce preve ½ivela erajï ½nji dark night koncert takem lineupu
1,work gettin pay sit arse guests yet mum comin eexcited
0,upset leave phone home
0,danielradcliffe snitchsneeker photos cool dang comment chest hair creepy
1,welcome doeko really glad know products rox man
0,know listen miley cyrus morning bad idea
0,see point laugh ugly
0,teeribbzz noo dont even know upset right
1,latest saw animal collective oakland amaze try clean room
0,cant girl like whats walet
0,feel extremely depress right
1,remzology amaze due time constraints could visit meadows pine forest shall post image later
0,annamessias miss yoooooooooooooooooooou poia
1,see quite proto furries think acen
0,aubreyoday sad give ginger little pat head mwah
1,edstetzer followers congrats
1,ryanseacrest god day
1,realize tomorrow goin beach wana come
1,storm act excite discussion session regard social media scott lake ceo thinksm attend
1,netmogul sound soooo good right mmmm malasadas leave today
1,yes make obama
1,tiffaniallen happy get hair cant wait til get back see leave today
0,kevincl go browse get bore
0,guess bedtime goodnight twitter bed big empty without
1,cocodishman wasssup cocoliciousness know recognize daughter
0,sirhova suppose philly well bail last minute
1,spanish grand prix one hour
0,already miss mohawk
1,happy star war day everyone may
0,saresa feel pain
0,ugh gross
1,hivemindmovie miss fizzy duck love hive mind
1,lccsweetme haha way cool good morning
1,last week hit guinea pig picture webshots even promote way
0,half_a_mind chris stay glasgow instead cause absolutely accomodation edinburgh due marathon
0,gutted bathroom still free early work go happen need loo
1,watch jonas nick beautiful voice put sleep
0,candymaize kinda feel ignore anyway sunday arvo go lunch amp wine
0,try audioboo record distort due high volume obs
0,fuck concentrate damn heat cooler job
0,miss husband
0,sashaminaj lol things gotta sometimes man smh lol
1,outside hour sun bloody hot tan wait monday spend around hours outside
1,namaste hooray monday undaunted wakeup consider london feel justify bright side everything
1,make german apple slice nom nom nom
0,tan emily bad prob gonna rain
0,want greg pritchard silly sobby hopelessly dull little girl hollie steel
0,damm get pic niamh glass
1,jwdilla glad fun babe
0,mrmarcusx jst wednesday
0,the_wockeez missin guy day ill tomorrow butttt see june blockkkkk
0,work wrist hurt much
0,damn rain
0,way many people cry school picnic decide want back public confuse sad
0,disappoint gonna sleep
0,tire
1,daniellebean peace amp quiet enjoy last
1,jonasbrothers omj love good laugh frankie great job guy agnes
0,account class detention
1,iseric ill buy one
1,boardopboy picture never happen
0,bike trail miss two front teeth hopefully vacation suck
1,dimples_ know tupac lyric
0,mandyyjirouxx today mtv allow vote
0,meikah hala know one shame
1,bean toast breakie gotta clean room study final cisco exam watch lose wait
1,rockin minivan til sti ready miss already
1,hilsatlvsonline thank tip unfortunately major crash https site extplorer
1,woo exams nxt
0,lovekelsey come detroit grand rapids october
0,overshoottv thx old computer slow kubuntu blender really
0,feelin well feel sooooo weak hate bein sick summer
0,jonathanrknight wish move san diego depress miss sunny san diegoooooooo
0,wish could boulderdiaries soco climb instead stick work weekend
0,day bite bruise
0,greco try think
0,wish babe
0,go bed cant take thiss longeerr maan
1,miss_om quot paint fingernails green happen paint green quot marvelous
1,exhaust tee knock nighty night tweety bird
0,x_crazyangel gah gregg get hot talented vote dammit
0,wait danny text back xoxo
1,inkcircles thank
1,hey elliotcole thank much followfriday fail miserably get list together week
1,thetahealermaya welcome thank share excellent content
0,jaredpadalecki season sorry notice previous update sis gonna happy
0,mattpicasso iphone quot open download apps quot thing forget cord home
0,omg maddie holby dead gutted love nadine lewington really want maddie clifford get together
0,scarymommy sure entire blogroll terribly update could motivate update redo
0,fuck kind bug house dont know
0,lobster dinner mba folks tonight terasse pour rain mtl
1,jerrica_perez great hope study bff live together well see
0,feel super sick
1,leave florida want live forever texan girl
1,play ray ride way delish sushi
1,demiswissfan thank lyxxx
0,star trek movie rivet soundtrack superb overall experience fantastic alyssa jump german shepherd priceless
1,greeeeeeeeeeeat summer four class know know
1,demiswissfan yer hope competition doesnt end post video lol really good singers enter
0,lose dollars always lose money
1,lara yeah good erm entertainment
1,ughhh think plan ruin excite
0,mandyyjirouxx mandy win let vote want win help gonna jump bridge kid sux
0,happy grey day everyone miss grey
0,head hurt wait see new photoshoot
1,mikeprasad notice yesterday actually really happy startrek
1,creek buti kayo thank
1,new baby cousin olivia pound inch perfectly adorable
1,leehongrui hahaha hire mom paiseh haha shall wash
1,buddhistethics congratulations mindful run well listen music
0,sad hollyoaks
1,mdurbin long till shop dude gunna rather fun
1,barbsaka love find regional group twitterers glad could connect new people
1,morniiing twitter eat cereales watch blg dvd like every sunday morning
0,jovenatheart never follow sad lol
1,good girl school today yayy
0,hat leave teddy miss boys damn
0,tuaw case one give head amp put iphone app account management mywireless love see review
1,llcooldave yeah go concert end month
0,ceo_inthemaking
1,an_other excellent analogy
1,meghan happy birthday hours minuets haha
1,fall asleep listen jam taylor
0,miss one would anything spend min one use say tell
1,bite motorcycle trip today
1,instant message two favourite conversation guy
0,break news broiler burger king burgers burger king lunch least chicken fry
1,spinallhead bom dia ½tisson
0,beautiful day outside today shame stick office blind shut stop glare
0,nice day today stick indoors revise weeks
0,doonytime minstrel might grab petrol station head back work delicious
0,big sad face bing work iphone take regular mobile live search
1,night twitterverse thank keep entertain
1,ashleytaylor_x sweet girl food soooo good
0,yurges loadsa shizze happend upset
0,dcal mean email months pre reunion party must come soon really wish could char soon
0,moonfrye work extra hours
1,deepaprabhu thank thank
1,first make lose time jelly jalan jalan rollerblade pumpkin happeh
1,nothing like charley biggs chicken
0,realize today last day see best friend tanner goin miss much
0,ultramegaman never friday digest today anomaly usually schedule fridays leave time
1,isuhin dear go fuck kiddoe go sit nothing awesome wheres shop
0,hamilton get hockey team really think name hamilton team name sad
0,man suck feel pain local buy cup coffee
1,jenniferlai aww today good like
0,pretty feel
0,today say goodbye second good friend week dmp least sun shin definately work
0,get swing things miss someone
0,sound great palmpre
